"year";"survey";"prov";"wat";"count";"perc"
2015;"AIS 2015";"Maputo Cidade";"Piped To Yard/Plot";313;53,5958904109589
2015;"AIS 2015";"Maputo Cidade";"Protected Well";6;1,02739726027397
2015;"AIS 2015";"Maputo Cidade";"Public Tap/Standpipe";4;0,684931506849315
2015;"AIS 2015";"Maputo Cidade";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";3;0,513698630136986
2015;"AIS 2015";"Maputo Provincia";"Borehole With Pump";12;1,95439739413681
2015;"AIS 2015";"Maputo Provincia";"Neighbor'S House";96;15,6351791530945
2015;"AIS 2015";"Maputo Provincia";"Piped Into Dwelling";79;12,8664495114007
2015;"AIS 2015";"Maputo Provincia";"Piped To Yard/Plot";298;48,5342019543974
2015;"AIS 2015";"Maputo Provincia";"Protected Well";21;3,42019543973941
2015;"AIS 2015";"Maputo Provincia";"Public Tap/Standpipe";45;7,32899022801303
2015;"AIS 2015";"Maputo Provincia";"Rainwater";2;0,325732899022801
2015;"AIS 2015";"Maputo Provincia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";5;0,814332247557003
2015;"AIS 2015";"Maputo Provincia";"Tanker Truck";1;0,162866449511401
2015;"AIS 2015";"Maputo Provincia";"Unprotected Well";55;8,95765472312704
2015;"AIS 2015";"Nampula";"Borehole With Pump";54;6,826801517067
2015;"AIS 2015";"Nampula";"Bottled Water";3;0,379266750948167
2015;"AIS 2015";"Nampula";"Neighbor'S House";74;9,35524652338812
2015;"AIS 2015";"Nampula";"Piped Into Dwelling";28;3,53982300884956
2015;"AIS 2015";"Nampula";"Piped To Yard/Plot";26;3,28697850821745
2015;"AIS 2015";"Nampula";"Protected Well";110;13,9064475347661
2015;"AIS 2015";"Nampula";"Public Tap/Standpipe";227;28,6978508217446
2015;"AIS 2015";"Nampula";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";116;14,6649810366625
2015;"AIS 2015";"Nampula";"Unprotected Well";153;19,3426042983565
2015;"AIS 2015";"Niassa";"Borehole With Pump";76;12,4183006535948
2015;"AIS 2015";"Niassa";"Neighbor'S House";38;6,20915032679739
2015;"AIS 2015";"Niassa";"Piped Into Dwelling";10;1,63398692810458
2015;"AIS 2015";"Niassa";"Piped To Yard/Plot";18;2,94117647058824
2015;"AIS 2015";"Niassa";"Protected Well";134;21,8954248366013
2015;"AIS 2015";"Niassa";"Public Tap/Standpipe";90;14,7058823529412
2015;"AIS 2015";"Niassa";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";119;19,4444444444444
2015;"AIS 2015";"Niassa";"Unprotected Well";127;20,7516339869281
2015;"AIS 2015";"Sofala";"Borehole With Pump";112;18,2707993474715
2015;"AIS 2015";"Sofala";"Bottled Water";2;0,32626427406199
2015;"AIS 2015";"Sofala";"Neighbor'S House";71;11,5823817292007
2015;"AIS 2015";"Sofala";"Piped Into Dwelling";23;3,75203915171289
2015;"AIS 2015";"Sofala";"Piped To Yard/Plot";112;18,2707993474715
2015;"AIS 2015";"Sofala";"Protected Well";47;7,66721044045677
2015;"AIS 2015";"Sofala";"Public Tap/Standpipe";112;18,2707993474715
2015;"AIS 2015";"Sofala";"Rainwater";1;0,163132137030995
2015;"AIS 2015";"Sofala";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";46;7,50407830342577
2015;"AIS 2015";"Sofala";"Tanker Truck";1;0,163132137030995
2015;"AIS 2015";"Sofala";"Unprotected Well";86;14,0293637846656
2015;"AIS 2015";"Tete";"Borehole With Pump";138;22,6973684210526
2015;"AIS 2015";"Tete";"Bottled Water";2;0,328947368421053
2015;"AIS 2015";"Tete";"Neighbor'S House";53;8,71710526315789
2015;"AIS 2015";"Tete";"Piped Into Dwelling";25;4,11184210526316
2015;"AIS 2015";"Tete";"Piped To Yard/Plot";56;9,21052631578947
2015;"AIS 2015";"Tete";"Protected Well";39;6,41447368421053
2015;"AIS 2015";"Tete";"Public Tap/Standpipe";14;2,30263157894737
2015;"AIS 2015";"Tete";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";214;35,1973684210526
2015;"AIS 2015";"Tete";"Unprotected Well";67;11,0197368421053
2015;"AIS 2015";"Zambezia";"Borehole With Pump";101;13,8166894664843
2015;"AIS 2015";"Zambezia";"Neighbor'S House";21;2,87277701778386
2015;"AIS 2015";"Zambezia";"Piped Into Dwelling";5;0,683994528043776
2015;"AIS 2015";"Zambezia";"Piped To Yard/Plot";14;1,91518467852257
2015;"AIS 2015";"Zambezia";"Protected Well";98;13,406292749658
2015;"AIS 2015";"Zambezia";"Public Tap/Standpipe";62;8,48153214774282
2015;"AIS 2015";"Zambezia";"River/Dam/Lake/Ponds/Stream/Canal/Irrigation Channel";188;25,718194254446
2015;"AIS 2015";"Zambezia";"Tanker Truck";1;0,136798905608755
2015;"AIS 2015";"Zambezia";"Unprotected Well";241;32,96853625171
2015;"IOF 2014-2015";"";"";8;100
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada Dentro  Da Casa";9;0,9375
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada Na Casa Do Vizinho";112;11,6666666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Canalizada No Quintal";79;8,22916666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Da Chuva";10;1,04166666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";2;0,208333333333333
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua De Nascentes N<c3>O Protegidas";22;2,29166666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do  Furo";172;17,9166666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Fontan<c1>Rio";84;8,75
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O Com Bomba Manual";76;7,91666666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O N<c3>O Protegido";259;26,9791666666667
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";47;4,89583333333333
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Do Rio, Lago, Lagoa";87;9,0625
2015;"IOF 2014-2015";"Cabo Delgado";"<c1>Gua Em Garrafa";1;0,104166666666667
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada Dentro  Da Casa";33;4,01459854014599
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada Na Casa Do Vizinho";87;10,5839416058394
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Canalizada No Quintal";254;30,9002433090024
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Da Chuva";12;1,45985401459854
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";1;0,121654501216545
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do  Furo";88;10,705596107056
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Fontan<c1>Rio";129;15,6934306569343
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O Com Bomba Manual";80;9,7323600973236
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O N<c3>O Protegido";72;8,75912408759124
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";32;3,89294403892944
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Do Rio, Lago, Lagoa";23;2,79805352798054
2015;"IOF 2014-2015";"Gaza";"<c1>Gua Em Garrafa";1;0,121654501216545
2015;"IOF 2014-2015";"Gaza";"Outro";10;1,21654501216545
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada Dentro  Da Casa";12;1,4018691588785
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada Na Casa Do Vizinho";62;7,24299065420561
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Canalizada No Quintal";208;24,2990654205607
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Da Chuva";31;3,6214953271028
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";10;1,16822429906542
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua De Nascentes N<c3>O Protegidas";10;1,16822429906542
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do  Furo";66;7,71028037383178
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Fontan<c1>Rio";92;10,7476635514019
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O Com Bomba Manual";100;11,6822429906542
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O N<c3>O Protegido";158;18,4579439252336
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";89;10,3971962616822
2015;"IOF 2014-2015";"Inhambane";"<c1>Gua Do Rio, Lago, Lagoa";18;2,10280373831776
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada Dentro  Da Casa";16;1,8018018018018
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada Na Casa Do Vizinho";84;9,45945945945946
2015;"IOF 2014-2015";"Manica";"<c1>Gua Canalizada No Quintal";205;23,0855855855856
2015;"IOF 2014-2015";"Manica";"<c1>Gua De Nascentes N<c3>O Protegidas";42;4,72972972972973
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do  Furo";168;18,9189189189189
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Fontan<c1>Rio";39;4,39189189189189
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O Com Bomba Manual";46;5,18018018018018
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O N<c3>O Protegido";157;17,6801801801802
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";54;6,08108108108108
2015;"IOF 2014-2015";"Manica";"<c1>Gua Do Rio, Lago, Lagoa";75;8,44594594594595
2015;"IOF 2014-2015";"Manica";"<c1>Gua Em Garrafa";1;0,112612612612613
2015;"IOF 2014-2015";"Manica";"Outro";1;0,112612612612613
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada Dentro  Da Casa";220;20,3515263644773
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada Na Casa Do Vizinho";112;10,3607770582794
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Canalizada No Quintal";698;64,5698427382054
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do  Furo";5;0,462534690101758
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Fontan<c1>Rio";9;0,832562442183164
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O Com Bomba Manual";7;0,647548566142461
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O N<c3>O Protegido";2;0,185013876040703
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";3;0,277520814061055
2015;"IOF 2014-2015";"Maputo Cidade";"<c1>Gua Em Garrafa";25;2,31267345050879
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada Dentro  Da Casa";74;7,09491850431448
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada Na Casa Do Vizinho";146;13,9980824544583
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Canalizada No Quintal";555;53,2118887823586
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Da Chuva";8;0,767018216682646
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";4;0,383509108341323
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua De Nascentes N<c3>O Protegidas";6;0,575263662511985
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua De Nascentes Protegidas";5;0,479386385426654
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do  Furo";41;3,93096836049856
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Fontan<c1>Rio";48;4,60210930009588
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O Com Bomba Manual";23;2,20517737296261
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O N<c3>O Protegido";16;1,53403643336529
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";44;4,21860019175455
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Do Rio, Lago, Lagoa";67;6,42377756471716
2015;"IOF 2014-2015";"Maputo Provincia";"<c1>Gua Em Garrafa";6;0,575263662511985
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada Dentro  Da Casa";4;0,272108843537415
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada Na Casa Do Vizinho";229;15,578231292517
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Canalizada No Quintal";95;6,46258503401361
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Da Chuva";3;0,204081632653061
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";11;0,748299319727891
2015;"IOF 2014-2015";"Nampula";"<c1>Gua De Nascentes N<c3>O Protegidas";2;0,136054421768707
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do  Furo";40;2,72108843537415
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Fontan<c1>Rio";218;14,8299319727891
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O Com Bomba Manual";104;7,07482993197279
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O N<c3>O Protegido";397;27,0068027210884
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";83;5,64625850340136
2015;"IOF 2014-2015";"Nampula";"<c1>Gua Do Rio, Lago, Lagoa";283;19,2517006802721
2015;"IOF 2014-2015";"Nampula";"Outro";1;0,0680272108843537
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada Dentro  Da Casa";3;0,347624565469293
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada Na Casa Do Vizinho";55;6,37311703360371
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Canalizada No Quintal";40;4,63499420625724
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Da Chuva";2;0,231749710312862
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";1;0,115874855156431
2015;"IOF 2014-2015";"Niassa";"<c1>Gua De Nascentes N<c3>O Protegidas";29;3,3603707995365
2015;"IOF 2014-2015";"Niassa";"<c1>Gua De Nascentes Protegidas";3;0,347624565469293
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do  Furo";107;12,3986095017381
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Fontan<c1>Rio";104;12,0509849362688
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O Com Bomba Manual";83;9,61761297798378
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O N<c3>O Protegido";228;26,4194669756663
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";76;8,80648899188876
2015;"IOF 2014-2015";"Niassa";"<c1>Gua Do Rio, Lago, Lagoa";132;15,2954808806489
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada Dentro  Da Casa";63;6,3894523326572
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada Na Casa Do Vizinho";150;15,2129817444219
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Canalizada No Quintal";241;24,4421906693712
2015;"IOF 2014-2015";"Sofala";"<c1>Gua De Nascentes Protegidas";1;0,101419878296146
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do  Furo";58;5,88235294117647
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Fontan<c1>Rio";179;18,1541582150101
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O Com Bomba Manual";85;8,62068965517241
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O N<c3>O Protegido";102;10,3448275862069
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";62;6,28803245436105
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Do Rio, Lago, Lagoa";44;4,46247464503043
2015;"IOF 2014-2015";"Sofala";"<c1>Gua Em Garrafa";1;0,101419878296146
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada Dentro  Da Casa";34;3,4729315628192
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada Na Casa Do Vizinho";92;9,3973442288049
2015;"IOF 2014-2015";"Tete";"<c1>Gua Canalizada No Quintal";157;16,0367722165475
2015;"IOF 2014-2015";"Tete";"<c1>Gua Da Cisterna (Ou Tanque M<d3>Vel Ou Cami<c3>O)";1;0,102145045965271
2015;"IOF 2014-2015";"Tete";"<c1>Gua De Nascentes N<c3>O Protegidas";23;2,34933605720123
2015;"IOF 2014-2015";"Tete";"<c1>Gua De Nascentes Protegidas";15;1,53217568947906
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do  Furo";131;13,3810010214505
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Fontan<c1>Rio";85;8,68232890704801
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O Com Bomba Manual";130;13,2788559754852
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O N<c3>O Protegido";162;16,5474974463739
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";40;4,08580183861083
2015;"IOF 2014-2015";"Tete";"<c1>Gua Do Rio, Lago, Lagoa";109;11,1338100102145
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada Dentro  Da Casa";9;0,580645161290323
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada Na Casa Do Vizinho";108;6,96774193548387
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Canalizada No Quintal";86;5,54838709677419
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Da Chuva";1;0,0645161290322581
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua De Nascentes N<c3>O Protegidas";23;1,48387096774194
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua De Nascentes Protegidas";3;0,193548387096774
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do  Furo";46;2,96774193548387
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Fontan<c1>Rio";151;9,74193548387097
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O Com Bomba Manual";164;10,5806451612903
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O N<c3>O Protegido";609;39,2903225806452
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Po<c7>O Protegido Sem Bomba";82;5,29032258064516
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Do Rio, Lago, Lagoa";267;17,2258064516129
2015;"IOF 2014-2015";"Zambezia";"<c1>Gua Em Garrafa";1;0,0645161290322581
