"year";"survey";"prov";"wat";"hhsize";"popwt";"hhwt";"count";"perc"
2003;"DHS 2003";"Gaza";"Public Water";11;3573438;324858;1;100
2003;"DHS 2003";"Gaza";"Public Water";11;5034392;457672;1;100
2003;"DHS 2003";"Gaza";"Public Water";12;2115036;176253;1;100
2003;"DHS 2003";"Gaza";"Public Water";12;9235788;769649;1;100
2003;"DHS 2003";"Gaza";"Public Water";16;2820048;176253;1;100
2003;"DHS 2003";"Gaza";"Public Water";17;1104524;64972;1;100
2003;"DHS 2003";"Gaza";"Public Water";18;13853682;769649;1;100
2003;"DHS 2003";"Gaza";"Rainwater";1;384697;384697;1;100
2003;"DHS 2003";"Gaza";"Rainwater";1;917338;917338;1;100
2003;"DHS 2003";"Gaza";"Rainwater";2;769394;384697;1;100
2003;"DHS 2003";"Gaza";"Rainwater";2;1300496;650248;1;100
2003;"DHS 2003";"Gaza";"Rainwater";3;2541336;847112;1;100
2003;"DHS 2003";"Gaza";"Rainwater";3;2869659;956553;1;100
2003;"DHS 2003";"Gaza";"Rainwater";4;1538788;384697;1;100
2003;"DHS 2003";"Gaza";"Rainwater";5;2805545;561109;2;100
2003;"DHS 2003";"Gaza";"Rainwater";6;5082672;847112;1;100
2003;"DHS 2003";"Gaza";"Rainwater";6;5330682;888447;1;100
2003;"DHS 2003";"Gaza";"Rainwater";7;1324491;189213;1;100
2003;"DHS 2003";"Gaza";"Rainwater";7;3927763;561109;2;100
2003;"DHS 2003";"Gaza";"Rainwater";9;3462273;384697;1;100
2003;"DHS 2003";"Gaza";"Rainwater";10;5611090;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;474676;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;526559;526559;2;100
2003;"DHS 2003";"Gaza";"River/Lake";1;561109;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;702359;702359;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;769649;769649;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;847112;847112;1;100
2003;"DHS 2003";"Gaza";"River/Lake";1;888447;888447;3;100
2003;"DHS 2003";"Gaza";"River/Lake";1;1273689;1273689;3;100
2003;"DHS 2003";"Gaza";"River/Lake";2;830348;415174;7;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1053118;526559;2;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1122218;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1404718;702359;3;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1539298;769649;1;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1694224;847112;1;100
2003;"DHS 2003";"Gaza";"River/Lake";2;1776894;888447;4;100
2003;"DHS 2003";"Gaza";"River/Lake";2;2547378;1273689;3;100
2003;"DHS 2003";"Gaza";"River/Lake";3;1245522;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";3;1424028;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";3;1579677;526559;4;100
2003;"DHS 2003";"Gaza";"River/Lake";3;1683327;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";3;2541336;847112;2;100
2003;"DHS 2003";"Gaza";"River/Lake";3;2665341;888447;3;100
2003;"DHS 2003";"Gaza";"River/Lake";3;3821067;1273689;3;100
2003;"DHS 2003";"Gaza";"River/Lake";4;702064;175516;1;100
2003;"DHS 2003";"Gaza";"River/Lake";4;1660696;415174;3;100
2003;"DHS 2003";"Gaza";"River/Lake";4;1898704;474676;3;100
2003;"DHS 2003";"Gaza";"River/Lake";4;2106236;526559;1;100
2003;"DHS 2003";"Gaza";"River/Lake";4;2244436;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";4;3553788;888447;2;100
2003;"DHS 2003";"Gaza";"River/Lake";4;5094756;1273689;2;100
2003;"DHS 2003";"Gaza";"River/Lake";5;2075870;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";5;2373380;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";5;2632795;526559;4;100
2003;"DHS 2003";"Gaza";"River/Lake";5;2805545;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";5;4442235;888447;1;100
2003;"DHS 2003";"Gaza";"River/Lake";5;6368445;1273689;3;100
2003;"DHS 2003";"Gaza";"River/Lake";6;2491044;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";6;2848056;474676;2;100
2003;"DHS 2003";"Gaza";"River/Lake";6;3159354;526559;2;100
2003;"DHS 2003";"Gaza";"River/Lake";6;4214154;702359;1;100
2003;"DHS 2003";"Gaza";"River/Lake";6;5330682;888447;1;100
2003;"DHS 2003";"Gaza";"River/Lake";6;7642134;1273689;2;100
2003;"DHS 2003";"Gaza";"River/Lake";7;2906218;415174;3;100
2003;"DHS 2003";"Gaza";"River/Lake";7;3322732;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";7;3685913;526559;3;100
2003;"DHS 2003";"Gaza";"River/Lake";7;3927763;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";7;5929784;847112;1;100
2003;"DHS 2003";"Gaza";"River/Lake";7;6219129;888447;1;100
2003;"DHS 2003";"Gaza";"River/Lake";8;3321392;415174;3;100
2003;"DHS 2003";"Gaza";"River/Lake";8;3797408;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";8;5618872;702359;1;100
2003;"DHS 2003";"Gaza";"River/Lake";9;3736566;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";9;4272084;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";9;4739031;526559;1;100
2003;"DHS 2003";"Gaza";"River/Lake";9;5049981;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";9;11463201;1273689;2;100
2003;"DHS 2003";"Gaza";"River/Lake";10;4746760;474676;3;100
2003;"DHS 2003";"Gaza";"River/Lake";10;8884470;888447;1;100
2003;"DHS 2003";"Gaza";"River/Lake";12;4982088;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";13;6170788;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";13;6845267;526559;1;100
2003;"DHS 2003";"Gaza";"River/Lake";13;7294417;561109;1;100
2003;"DHS 2003";"Gaza";"River/Lake";14;5812436;415174;1;100
2003;"DHS 2003";"Gaza";"River/Lake";15;7120140;474676;1;100
2003;"DHS 2003";"Gaza";"River/Lake";16;8424944;526559;1;100
2003;"DHS 2003";"Gaza";"River/Lake";16;13553792;847112;1;100
2003;"DHS 2003";"Gaza";"River/Lake";17;21652712;1273689;1;100
2003;"DHS 2003";"Gaza";"River/Lake";21;26747468;1273689;1;100
2003;"DHS 2003";"Gaza";"River/Lake";30;15796770;526559;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;88858;88858;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;216191;216191;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;298912;298912;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;303311;303311;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;330620;330620;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;340628;340628;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;376909;376909;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;390088;390088;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;456831;456831;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;457672;457672;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;474676;474676;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;476693;476693;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;554972;554972;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;633989;633989;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;650248;650248;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;666155;666155;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;666356;666356;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;675765;675765;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;704414;704414;6;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;769649;769649;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;956553;956553;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;1136192;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";1;1141412;1141412;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;378426;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;432382;216191;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;597824;298912;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;606622;303311;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;661240;330620;7;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;681256;340628;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;769394;384697;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;780176;390088;5;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;840570;420285;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;949352;474676;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;982088;491044;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1109944;554972;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1205592;602796;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1267978;633989;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1300496;650248;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1332310;666155;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1332712;666356;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1351530;675765;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1408828;704414;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1539298;769649;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;1776894;888447;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;2272384;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";2;2547128;1273564;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;266574;88858;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;567639;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;648573;216191;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;737739;245913;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;896736;298912;5;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;909933;303311;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;991860;330620;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1130727;376909;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1154091;384697;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1170264;390088;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1260855;420285;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1430079;476693;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1473132;491044;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1664916;554972;5;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1808388;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1901967;633989;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1950744;650248;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1991865;663955;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;1999068;666356;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;2113242;704414;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;2541336;847112;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;2665341;888447;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;3408576;1136192;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;3424236;1141412;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";3;3821067;1273689;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;756852;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;864764;216191;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;983652;245913;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1195648;298912;5;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1213244;303311;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1322480;330620;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1362512;340628;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1538788;384697;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1560352;390088;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;1681140;420285;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2219888;554972;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2244436;561109;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2411184;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2535956;633989;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2600992;650248;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2664620;666155;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2665424;666356;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;2817656;704414;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;3669352;917338;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;4544768;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";4;4565648;1141412;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;881265;176253;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;946065;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1080955;216191;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1494560;298912;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1516555;303311;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1653100;330620;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1923485;384697;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;1950440;390088;7;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;2383465;476693;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;2455220;491044;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;2774860;554972;5;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3013980;602796;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3169945;633989;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3251240;650248;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3330775;666155;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3331780;666356;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3511795;702359;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;3522070;704414;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;4782765;956553;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;5680960;1136192;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";5;5707060;1141412;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;533148;88858;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;1135278;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;1297146;216191;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;1793472;298912;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;1819866;303311;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;1983720;330620;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;2043768;340628;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;2308182;384697;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;2340528;390088;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;2860158;476693;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;3329832;554972;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;3366654;561109;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;3616776;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;3803934;633989;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;3998136;666356;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;5739318;956553;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;6817152;1136192;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";6;6848472;1141412;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;622006;88858;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;1324491;189213;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;1513337;216191;4;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;1721391;245913;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;2092384;298912;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;2384396;340628;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;2638363;376909;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;2692879;384697;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;3322732;474676;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;3336851;476693;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;3884804;554972;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;3927763;561109;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;4219572;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;4647685;663955;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;4664492;666356;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;4730355;675765;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;4930898;704414;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;6695871;956553;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";7;7989884;1141412;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;1729528;216191;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;2391296;298912;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;3015272;376909;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;3077576;384697;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;3797408;474676;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;4822368;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;5071912;633989;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;5635312;704414;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";8;9089536;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;799722;88858;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;1702917;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;1945719;216191;3;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;2690208;298912;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;3065652;340628;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;5049981;561109;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;5852232;650248;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;6081885;675765;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;10225728;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";9;10272708;1141412;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;2989120;298912;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;3406280;340628;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;6339890;633989;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;6661550;666155;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;6757650;675765;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;7426230;742623;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";10;11414120;1141412;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;2081343;189213;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;3288032;298912;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;3746908;340628;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;6630756;602796;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;6973879;633989;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";11;7329916;666356;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";12;3967440;330620;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";12;7967460;663955;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";12;8452968;704414;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";12;13634304;1136192;2;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";12;13696944;1141412;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";13;2810483;216191;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";13;5071144;390088;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";13;12435189;956553;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";14;4768792;340628;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";14;7769608;554972;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";14;9861796;704414;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";20;22723840;1136192;1;100
2003;"DHS 2003";"Gaza";"Unprotected Public Well";22;28018408;1273564;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";1;763576;763576;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";2;1502666;751333;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";2;1660598;830299;2;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";2;2071246;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";2;4033952;2016976;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";3;2290728;763576;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";3;2624436;874812;2;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";3;3106869;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";4;2396960;599240;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";4;3499248;874812;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";4;8067904;2016976;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";5;3756665;751333;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";5;4374060;874812;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";5;5178115;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";5;10084880;2016976;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";6;4507998;751333;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";6;4581456;763576;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";6;4752804;792134;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";6;6271104;1045184;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";7;6123684;874812;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";8;16322136;2040267;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";9;9320607;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Neighbor'S Land";12;10497744;874812;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";1;660114;660114;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";1;1039958;1039958;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";1;1054851;1054851;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";2;1046162;523081;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";2;1264744;632372;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";2;1527152;763576;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";2;1573084;786542;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";2;2071246;1035623;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";3;1569243;523081;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";3;2490897;830299;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";3;6050928;2016976;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";4;2851692;712923;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";4;4142492;1035623;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";4;8067904;2016976;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";5;2615405;523081;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";5;3817880;763576;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";5;4374060;874812;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";5;5178115;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";6;3138486;523081;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";6;3595440;599240;2;100
2003;"DHS 2003";"Inhambane";"In Own Land";6;4507998;751333;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";6;5248872;874812;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";6;5595450;932575;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";7;3661567;523081;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";7;5345032;763576;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";9;5393160;599240;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";9;7873308;874812;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";9;9320607;1035623;1;100
2003;"DHS 2003";"Inhambane";"In Own Land";10;8748120;874812;2;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";1;712923;712923;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";1;744415;744415;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";1;1039958;1039958;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";1;1189839;1189839;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";1;1222008;1222008;2;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";2;1488830;744415;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";2;2379678;1189839;4;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";2;2444016;1222008;2;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";3;2233245;744415;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";3;3119874;1039958;1;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";3;3666024;1222008;2;100
2003;"DHS 2003";"Inhambane";"Inside Neighbor'S House";4;2851692;712923;3;100
