"year";"survey";"prov";"wat";"hhsize";"popwt";"hhwt";"count";"perc"
2003;"DHS 2003";"Niassa";"River/Lake";5;2919250;583850;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;2961000;592200;2;100
2003;"DHS 2003";"Niassa";"River/Lake";5;3294725;658945;4;100
2003;"DHS 2003";"Niassa";"River/Lake";5;3458465;691693;2;100
2003;"DHS 2003";"Niassa";"River/Lake";5;3680355;736071;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;4664810;932962;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;4834440;966888;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;4891640;978328;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;5937030;1187406;3;100
2003;"DHS 2003";"Niassa";"River/Lake";5;6708075;1341615;1;100
2003;"DHS 2003";"Niassa";"River/Lake";5;6963735;1392747;3;100
2003;"DHS 2003";"Niassa";"River/Lake";6;747258;124543;2;100
2003;"DHS 2003";"Niassa";"River/Lake";6;822732;137122;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;1145214;190869;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;2151570;358595;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;2700168;450028;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;2833344;472224;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;3069318;511553;3;100
2003;"DHS 2003";"Niassa";"River/Lake";6;3222960;537160;2;100
2003;"DHS 2003";"Niassa";"River/Lake";6;3503100;583850;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;3553200;592200;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;3953670;658945;2;100
2003;"DHS 2003";"Niassa";"River/Lake";6;4150158;691693;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;5597772;932962;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;5869968;978328;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;7124436;1187406;3;100
2003;"DHS 2003";"Niassa";"River/Lake";6;8049690;1341615;1;100
2003;"DHS 2003";"Niassa";"River/Lake";6;8356482;1392747;5;100
2003;"DHS 2003";"Niassa";"River/Lake";6;25922712;4320452;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;817551;116793;2;100
2003;"DHS 2003";"Niassa";"River/Lake";7;1526910;218130;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;3305568;472224;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;3580871;511553;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;3699227;528461;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;4086950;583850;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;4612615;658945;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;6836578;976654;1;100
2003;"DHS 2003";"Niassa";"River/Lake";7;8311842;1187406;5;100
2003;"DHS 2003";"Niassa";"River/Lake";7;9391305;1341615;3;100
2003;"DHS 2003";"Niassa";"River/Lake";8;1096976;137122;1;100
2003;"DHS 2003";"Niassa";"River/Lake";8;2868760;358595;1;100
2003;"DHS 2003";"Niassa";"River/Lake";8;4092424;511553;1;100
2003;"DHS 2003";"Niassa";"River/Lake";8;4670800;583850;2;100
2003;"DHS 2003";"Niassa";"River/Lake";8;4737600;592200;1;100
2003;"DHS 2003";"Niassa";"River/Lake";8;7735104;966888;1;100
2003;"DHS 2003";"Niassa";"River/Lake";8;9499248;1187406;1;100
2003;"DHS 2003";"Niassa";"River/Lake";9;9153630;1017070;1;100
2003;"DHS 2003";"Niassa";"River/Lake";10;1908690;190869;1;100
2003;"DHS 2003";"Niassa";"River/Lake";10;3585950;358595;1;100
2003;"DHS 2003";"Niassa";"River/Lake";10;4500280;450028;1;100
2003;"DHS 2003";"Niassa";"River/Lake";10;5284610;528461;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";0;0;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;124543;124543;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;131815;131815;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;190869;190869;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;450028;450028;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;537160;537160;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;583850;583850;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;607196;607196;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;736071;736071;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;932962;932962;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;966888;966888;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;976654;976654;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;978328;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;1017070;1017070;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";1;1341615;1341615;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;249086;124543;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;381738;190869;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;537854;268927;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;712596;356298;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;717190;358595;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;789394;394697;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;802092;401046;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;900056;450028;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;944448;472224;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1167700;583850;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1175918;587959;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1184400;592200;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1383386;691693;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1472142;736071;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1865924;932962;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;1956656;978328;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;2034140;1017070;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;2785494;1392747;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;3610226;1805113;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;4460420;2230210;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";2;8640904;4320452;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;300303;100101;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;350379;116793;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;373629;124543;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;395445;131815;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;572607;190869;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1068894;356298;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1075785;358595;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1184091;394697;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1293411;431137;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1350084;450028;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1534659;511553;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1593042;531014;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1611480;537160;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1751550;583850;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1763877;587959;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;1776600;592200;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;2075079;691693;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;2208213;736071;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;2900664;966888;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;2929962;976654;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;2934984;978328;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;3051210;1017070;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;4024845;1341615;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;4178241;1392747;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;6690630;2230210;8;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";3;12961356;4320452;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;467172;116793;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;527260;131815;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;763476;190869;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;823072;205768;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;946720;236680;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1042356;260589;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1075708;268927;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1578788;394697;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1724548;431137;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1800112;450028;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;1888896;472224;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;2335400;583850;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;2351836;587959;6;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;2368800;592200;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;2766772;691693;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;2944284;736071;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;3731848;932962;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;3774324;943581;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;3906616;976654;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;4068280;1017070;5;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;8920840;2230210;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";4;17281808;4320452;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;583965;116793;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;659075;131815;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;954345;190869;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;1183400;236680;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;1297845;259569;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;1302945;260589;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;1344635;268927;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;2250140;450028;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;2685800;537160;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;2939795;587959;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;2961000;592200;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;3458465;691693;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;3680355;736071;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;4664810;932962;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;4717905;943581;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;4834440;966888;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;4883270;976654;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;4891640;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;5085350;1017070;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;9025565;1805113;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;11151050;2230210;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";5;21602260;4320452;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;700758;116793;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;747258;124543;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;790890;131815;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;1145214;190869;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;1234608;205768;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;1563534;260589;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;2151570;358595;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;2368182;394697;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;2833344;472224;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;3069318;511553;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;3222960;537160;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;3503100;583850;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;3527754;587959;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;3553200;592200;4;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;4416426;736071;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;5597772;932962;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;5661486;943581;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;5801328;966888;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;5859924;976654;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;5869968;978328;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;6102420;1017070;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;7503948;1250658;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;8049690;1341615;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;8356482;1392747;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;10830678;1805113;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";6;13381260;2230210;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;817551;116793;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;959854;137122;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;1336083;190869;3;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;1526910;218130;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;1656760;236680;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;1882489;268927;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;2494086;356298;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;3150196;450028;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;3699227;528461;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;3717098;531014;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;4115713;587959;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;4145400;592200;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;5152497;736071;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;6836578;976654;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;6848296;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;8754606;1250658;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;9391305;1341615;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";7;15611470;2230210;2;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;1054520;131815;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;1526952;190869;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;1893440;236680;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;3157576;394697;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;4248112;531014;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;4703672;587959;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;5533544;691693;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;5888568;736071;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;7735104;966888;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;8136560;1017070;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";8;10732920;1341615;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";9;1120887;124543;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";9;1186335;131815;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";9;3206682;356298;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";9;11255922;1250658;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";10;1371220;137122;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";10;9766540;976654;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";10;9783280;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";11;10761608;978328;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";12;1581780;131815;1;100
2003;"DHS 2003";"Niassa";"Unprotected Public Well";14;1845410;131815;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";1;1172116;1172116;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";2;1502308;751154;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;704682;234894;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;908142;302714;3;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;1553427;517809;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;1759401;586467;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;1773738;591246;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;2450988;816996;2;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";3;3101757;1033919;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";4;939576;234894;2;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";4;2364984;591246;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";4;3316968;829242;2;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";5;1513570;302714;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";5;2779290;555858;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";5;2932335;586467;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";5;4084980;816996;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";6;1409364;234894;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";6;6203514;1033919;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";7;1644258;234894;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";7;4138722;591246;1;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";8;4691736;586467;2;100
2003;"DHS 2003";"Sofala";"In Neighbor'S Land";10;3678430;367843;1;100
2003;"DHS 2003";"Sofala";"In Own Land";1;234894;234894;1;100
2003;"DHS 2003";"Sofala";"In Own Land";1;302714;302714;1;100
2003;"DHS 2003";"Sofala";"In Own Land";2;526782;263391;1;100
2003;"DHS 2003";"Sofala";"In Own Land";2;2014570;1007285;1;100
2003;"DHS 2003";"Sofala";"In Own Land";3;704682;234894;2;100
2003;"DHS 2003";"Sofala";"In Own Land";3;1103529;367843;1;100
2003;"DHS 2003";"Sofala";"In Own Land";3;1159728;386576;1;100
2003;"DHS 2003";"Sofala";"In Own Land";3;2450988;816996;1;100
2003;"DHS 2003";"Sofala";"In Own Land";4;1226536;306634;1;100
2003;"DHS 2003";"Sofala";"In Own Land";4;5019368;1254842;1;100
2003;"DHS 2003";"Sofala";"In Own Land";5;1932880;386576;1;100
2003;"DHS 2003";"Sofala";"In Own Land";5;2956230;591246;1;100
2003;"DHS 2003";"Sofala";"In Own Land";6;1409364;234894;1;100
2003;"DHS 2003";"Sofala";"In Own Land";6;1816284;302714;1;100
2003;"DHS 2003";"Sofala";"In Own Land";7;4105269;586467;1;100
2003;"DHS 2003";"Sofala";"In Own Land";7;5718972;816996;1;100
2003;"DHS 2003";"Sofala";"In Own Land";8;1879152;234894;1;100
2003;"DHS 2003";"Sofala";"In Own Land";8;2421712;302714;1;100
2003;"DHS 2003";"Sofala";"In Own Land";10;3027140;302714;1;100
2003;"DHS 2003";"Sofala";"In Own Land";11;4175116;379556;1;100
2003;"DHS 2003";"Sofala";"In Own Land";11;13145429;1195039;1;100
2003;"DHS 2003";"Sofala";"In Own Land";12;2163396;180283;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;633740;633740;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;776904;776904;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;816996;816996;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;829242;829242;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;1033919;1033919;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";1;1165211;1165211;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;525588;262794;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;773152;386576;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;1553808;776904;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;1658484;829242;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;1984370;992185;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;2067838;1033919;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;2330422;1165211;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;2509684;1254842;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";2;3884784;1942392;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";3;2330712;776904;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";3;2450988;816996;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";3;2976555;992185;4;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";3;3495633;1165211;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";3;5827176;1942392;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;1546304;386576;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;2534960;633740;6;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;3107616;776904;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;3968740;992185;6;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;4029140;1007285;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;4130620;1032655;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;4135676;1033919;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";4;4660844;1165211;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;1932880;386576;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;3168700;633740;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;3884520;776904;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;4212455;842491;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;4960925;992185;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;5036425;1007285;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;5163275;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;5169595;1033919;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;5826055;1165211;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";5;9711960;1942392;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;2319456;386576;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;3802440;633740;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;4661424;776904;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;4901976;816996;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;4975452;829242;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;5054946;842491;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;5953110;992185;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;6195930;1032655;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";6;6991266;1165211;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;4436180;633740;6;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;5258078;751154;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;5438328;776904;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;5804694;829242;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;5897437;842491;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;7050995;1007285;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;7228585;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;7237433;1033919;3;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";7;8156477;1165211;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";8;6633936;829242;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";8;7937480;992185;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";8;8261240;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";8;9321688;1165211;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";9;9293895;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";9;10486899;1165211;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";10;10326550;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";11;9121662;829242;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";11;11373109;1033919;2;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";13;8238620;633740;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";13;12898405;992185;1;100
2003;"DHS 2003";"Sofala";"Inside Neighbor'S House";13;13424515;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside The House";1;633740;633740;1;100
2003;"DHS 2003";"Sofala";"Inside The House";1;842491;842491;1;100
2003;"DHS 2003";"Sofala";"Inside The House";1;1254842;1254842;2;100
2003;"DHS 2003";"Sofala";"Inside The House";2;1267480;633740;1;100
2003;"DHS 2003";"Sofala";"Inside The House";2;1658484;829242;1;100
2003;"DHS 2003";"Sofala";"Inside The House";2;2065310;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside The House";3;1901220;633740;1;100
2003;"DHS 2003";"Sofala";"Inside The House";3;2330712;776904;1;100
2003;"DHS 2003";"Sofala";"Inside The House";3;3097965;1032655;1;100
2003;"DHS 2003";"Sofala";"Inside The House";3;3764526;1254842;1;100
