"year";"survey";"prov";"ru";"wat4";"sum_pop_weight";"perc"
2009;"IOF 2008-2009";"Niassa";"rural";"Surface water";297353,396606445;30,4
2009;"IOF 2008-2009";"Niassa";"rural";"Unimproved";271665,496582031;27,8
2009;"IOF 2008-2009";"Niassa";"urbano";"Improved";120053,475257874;41,7
2009;"IOF 2008-2009";"Niassa";"urbano";"Surface water";25139,8835754395;8,7
2009;"IOF 2008-2009";"Niassa";"urbano";"Unimproved";142931,31312561;49,6
2009;"IOF 2008-2009";"Sofala";"rural";"Improved";363963,010780334;34,2
2009;"IOF 2008-2009";"Sofala";"rural";"Surface water";248172,140869141;23,3
2009;"IOF 2008-2009";"Sofala";"rural";"Unimproved";453442,758720398;42,6
2009;"IOF 2008-2009";"Sofala";"urbano";"Improved";480754,128974915;74,1
2009;"IOF 2008-2009";"Sofala";"urbano";"Surface water";6874,44213867188;1,1
2009;"IOF 2008-2009";"Sofala";"urbano";"Unimproved";160804,257133484;24,8
2009;"IOF 2008-2009";"Tete";"rural";"Improved";731537,149385452;44,5
2009;"IOF 2008-2009";"Tete";"rural";"Surface water";415702,186258316;25,3
2009;"IOF 2008-2009";"Tete";"rural";"Unimproved";496416,146856308;30,2
2009;"IOF 2008-2009";"Tete";"urbano";"Improved";235481,748794556;83,6
2009;"IOF 2008-2009";"Tete";"urbano";"Surface water";4841,31686401367;1,7
2009;"IOF 2008-2009";"Tete";"urbano";"Unimproved";41381,3763122559;14,7
2009;"IOF 2008-2009";"Zambezia";"rural";"Improved";547920,032924652;16
2009;"IOF 2008-2009";"Zambezia";"rural";"Surface water";500796,266906738;14,6
2009;"IOF 2008-2009";"Zambezia";"rural";"Unimproved";2377119,64754009;69,4
2009;"IOF 2008-2009";"Zambezia";"urbano";"Improved";296968,568527222;49,5
2009;"IOF 2008-2009";"Zambezia";"urbano";"Surface water";35779,4985427856;6
2009;"IOF 2008-2009";"Zambezia";"urbano";"Unimproved";266633,47227478;44,5
2011;"DHS 2011";"Cabo Delgado";"rural";"Improved";1029245950;25
2011;"DHS 2011";"Cabo Delgado";"rural";"Surface water";397576759;9,7
2011;"DHS 2011";"Cabo Delgado";"rural";"Unimproved";2682383309;65,3
2011;"DHS 2011";"Cabo Delgado";"urbano";"Improved";411102702;56,9
2011;"DHS 2011";"Cabo Delgado";"urbano";"Unimproved";311130462;43,1
2011;"DHS 2011";"Gaza";"rural";"Improved";1349382977;57
2011;"DHS 2011";"Gaza";"rural";"Surface water";249220745;10,5
2011;"DHS 2011";"Gaza";"rural";"Unimproved";770297441;32,5
2011;"DHS 2011";"Gaza";"urbano";"Improved";823134473;80,8
2011;"DHS 2011";"Gaza";"urbano";"Surface water";33146110;3,3
2011;"DHS 2011";"Gaza";"urbano";"Unimproved";163019107;16
2011;"DHS 2011";"Inhambane";"rural";"Improved";1170238121;43,3
2011;"DHS 2011";"Inhambane";"rural";"Surface water";297948921;11
2011;"DHS 2011";"Inhambane";"rural";"Unimproved";1235143851;45,7
2011;"DHS 2011";"Inhambane";"urbano";"Improved";644963279;71
2011;"DHS 2011";"Inhambane";"urbano";"Unimproved";264021445;29
2011;"DHS 2011";"Manica";"rural";"Improved";1780272649;70
2011;"DHS 2011";"Manica";"rural";"Surface water";211886568;8,3
2011;"DHS 2011";"Manica";"rural";"Unimproved";551573806;21,7
2011;"DHS 2011";"Manica";"urbano";"Improved";1019297664;69,9
2011;"DHS 2011";"Manica";"urbano";"Unimproved";438564000;30,1
2011;"DHS 2011";"Maputo Cidade";"urbano";"Improved";3042016227;97,7
2011;"DHS 2011";"Maputo Cidade";"urbano";"Surface water";2356920;0,1
2011;"DHS 2011";"Maputo Cidade";"urbano";"Unimproved";69332394;2,2
2011;"DHS 2011";"Maputo Provincia";"rural";"Improved";697527327;55,4
2011;"DHS 2011";"Maputo Provincia";"rural";"Surface water";117891106;9,4
2011;"DHS 2011";"Maputo Provincia";"rural";"Unimproved";443524248;35,2
2011;"DHS 2011";"Maputo Provincia";"urbano";"Improved";2623824788;92,2
2011;"DHS 2011";"Maputo Provincia";"urbano";"Surface water";18786224;0,7
2011;"DHS 2011";"Maputo Provincia";"urbano";"Unimproved";204139622;7,2
2011;"DHS 2011";"Nampula";"rural";"Improved";1223672246;19,9
2011;"DHS 2011";"Nampula";"rural";"Surface water";1003805768;16,3
2011;"DHS 2011";"Nampula";"rural";"Unimproved";3921159119;63,8
2011;"DHS 2011";"Nampula";"urbano";"Improved";2223516323;70
2011;"DHS 2011";"Nampula";"urbano";"Surface water";177426088;5,6
2011;"DHS 2011";"Nampula";"urbano";"Unimproved";774959910;24,4
2011;"DHS 2011";"Niassa";"rural";"Improved";816204993;29,3
2011;"DHS 2011";"Niassa";"rural";"Surface water";834245803;29,9
2011;"DHS 2011";"Niassa";"rural";"Unimproved";1137496609;40,8
2011;"DHS 2011";"Niassa";"urbano";"Improved";424638286;50,4
2011;"DHS 2011";"Niassa";"urbano";"Surface water";20566297;2,4
2011;"DHS 2011";"Niassa";"urbano";"Unimproved";396537466;47,1
2011;"DHS 2011";"Sofala";"rural";"Improved";1284276252;39,7
2011;"DHS 2011";"Sofala";"rural";"Surface water";565009764;17,5
2011;"DHS 2011";"Sofala";"rural";"Unimproved";1385857329;42,8
2011;"DHS 2011";"Sofala";"urbano";"Improved";2112306352;89,6
2011;"DHS 2011";"Sofala";"urbano";"Surface water";87987538;3,7
2011;"DHS 2011";"Sofala";"urbano";"Unimproved";156906757;6,7
2011;"DHS 2011";"Tete";"rural";"Improved";2198392054;32,7
2011;"DHS 2011";"Tete";"rural";"Surface water";2286907700;34,1
2011;"DHS 2011";"Tete";"rural";"Unimproved";2227420927;33,2
2011;"DHS 2011";"Tete";"urbano";"Improved";737706167;91,2
2011;"DHS 2011";"Tete";"urbano";"Surface water";7488480;0,9
2011;"DHS 2011";"Tete";"urbano";"Unimproved";64110312;7,9
2011;"DHS 2011";"Zambezia";"rural";"Improved";1510251378;15,6
2011;"DHS 2011";"Zambezia";"rural";"Surface water";2846390332;29,4
2011;"DHS 2011";"Zambezia";"rural";"Unimproved";5321260078;55
2011;"DHS 2011";"Zambezia";"urbano";"Improved";885400846;49,5
2011;"DHS 2011";"Zambezia";"urbano";"Surface water";240027210;13,4
2011;"DHS 2011";"Zambezia";"urbano";"Unimproved";662430726;37,1
2015;"AIS 2015";"Cabo Delgado";"rural";"Improved";553445809;23,1
2015;"AIS 2015";"Cabo Delgado";"rural";"Surface water";282138075;11,8
2015;"AIS 2015";"Cabo Delgado";"rural";"Unimproved";1556923910;65,1
2015;"AIS 2015";"Cabo Delgado";"urbano";"Improved";586975515;64,7
2015;"AIS 2015";"Cabo Delgado";"urbano";"Surface water";6082603;0,7
2015;"AIS 2015";"Cabo Delgado";"urbano";"Unimproved";314382906;34,6
2015;"AIS 2015";"Gaza";"rural";"Improved";1376546344;69,6
2015;"AIS 2015";"Gaza";"rural";"Surface water";260984139;13,2
2015;"AIS 2015";"Gaza";"rural";"Unimproved";341523885;17,3
2015;"AIS 2015";"Gaza";"urbano";"Improved";609416521;80,2
2015;"AIS 2015";"Gaza";"urbano";"Unimproved";150255505;19,8
2015;"AIS 2015";"Inhambane";"rural";"Improved";908975068;52
2015;"AIS 2015";"Inhambane";"rural";"Surface water";118612204;6,8
2015;"AIS 2015";"Inhambane";"rural";"Unimproved";721717619;41,3
2015;"AIS 2015";"Inhambane";"urbano";"Improved";365081142;80,3
2015;"AIS 2015";"Inhambane";"urbano";"Surface water";6127163;1,3
2015;"AIS 2015";"Inhambane";"urbano";"Unimproved";83504869;18,4
2015;"AIS 2015";"Manica";"rural";"Improved";835651156;47,8
2015;"AIS 2015";"Manica";"rural";"Surface water";300675651;17,2
2015;"AIS 2015";"Manica";"rural";"Unimproved";612296277;35
2015;"AIS 2015";"Manica";"urbano";"Improved";615937389;82,6
2015;"AIS 2015";"Manica";"urbano";"Unimproved";129621491;17,4
2015;"AIS 2015";"Maputo Cidade";"urbano";"Improved";1631480025;98,8
2015;"AIS 2015";"Maputo Cidade";"urbano";"Surface water";3621032;0,2
2015;"AIS 2015";"Maputo Cidade";"urbano";"Unimproved";16818799;1
2015;"AIS 2015";"Maputo Provincia";"rural";"Improved";319270239;71
2015;"AIS 2015";"Maputo Provincia";"rural";"Surface water";6893692;1,5
2015;"AIS 2015";"Maputo Provincia";"rural";"Unimproved";123657732;27,5
2015;"AIS 2015";"Maputo Provincia";"urbano";"Improved";1263856628;100
2015;"AIS 2015";"Nampula";"rural";"Improved";1806879068;37,2
2015;"AIS 2015";"Nampula";"rural";"Surface water";985187030;20,3
2015;"AIS 2015";"Nampula";"rural";"Unimproved";2059977059;42,5
2015;"AIS 2015";"Nampula";"urbano";"Improved";1684165539;83,8
2015;"AIS 2015";"Nampula";"urbano";"Surface water";39078728;1,9
2015;"AIS 2015";"Nampula";"urbano";"Unimproved";285929735;14,2
2015;"AIS 2015";"Niassa";"rural";"Improved";364375260;24,5
2015;"AIS 2015";"Niassa";"rural";"Surface water";379817883;25,5
2015;"AIS 2015";"Niassa";"rural";"Unimproved";742394663;49,9
2015;"AIS 2015";"Niassa";"urbano";"Improved";205943240;54,6
2015;"AIS 2015";"Niassa";"urbano";"Surface water";7817877;2,1
2015;"AIS 2015";"Niassa";"urbano";"Unimproved";163400683;43,3
2015;"AIS 2015";"Sofala";"rural";"Improved";1101765919;55,1
2015;"AIS 2015";"Sofala";"rural";"Surface water";250936952;12,5
2015;"AIS 2015";"Sofala";"rural";"Unimproved";647897458;32,4
2015;"AIS 2015";"Sofala";"urbano";"Improved";979261291;97,3
2015;"AIS 2015";"Sofala";"urbano";"Unimproved";27518256;2,7
2015;"AIS 2015";"Tete";"rural";"Improved";545297899;25,8
2015;"AIS 2015";"Tete";"rural";"Surface water";1043569880;49,4
2015;"AIS 2015";"Tete";"rural";"Unimproved";524765398;24,8
2015;"AIS 2015";"Tete";"urbano";"Improved";244896948;86
2015;"AIS 2015";"Tete";"urbano";"Surface water";12856078;4,5
2015;"AIS 2015";"Tete";"urbano";"Unimproved";27130325;9,5
2015;"AIS 2015";"Zambezia";"rural";"Improved";758098986;25,2
2015;"AIS 2015";"Zambezia";"rural";"Surface water";904535860;30,1
2015;"AIS 2015";"Zambezia";"rural";"Unimproved";1340774049;44,6
2015;"AIS 2015";"Zambezia";"urbano";"Improved";349053206;45,7
2015;"AIS 2015";"Zambezia";"urbano";"Surface water";80816053;10,6
2015;"AIS 2015";"Zambezia";"urbano";"Unimproved";334623346;43,8
2015;"IOF 2014-2015";"Cabo Delgado";"rural";"Improved";542110,374389648;38,2
2015;"IOF 2014-2015";"Cabo Delgado";"rural";"Surface water";251190,623596191;17,7
2015;"IOF 2014-2015";"Cabo Delgado";"rural";"Unimproved";627610,391845703;44,2
2015;"IOF 2014-2015";"Cabo Delgado";"urbano";"Improved";338426,174880981;75,8
2015;"IOF 2014-2015";"Cabo Delgado";"urbano";"Surface water";2387,41592407227;0,5
2015;"IOF 2014-2015";"Cabo Delgado";"urbano";"Unimproved";105934,621292114;23,7
2015;"IOF 2014-2015";"Gaza";"rural";"Improved";741086,50793457;71,4
2015;"IOF 2014-2015";"Gaza";"rural";"Surface water";50385,4840698242;4,9
2015;"IOF 2014-2015";"Gaza";"rural";"Unimproved";246154,08795166;23,7
2015;"IOF 2014-2015";"Gaza";"urbano";"Improved";345083,660522461;95,3
2015;"IOF 2014-2015";"Gaza";"urbano";"Surface water";2398,23306274414;0,7
2015;"IOF 2014-2015";"Gaza";"urbano";"Unimproved";14444,1995697021;4
2015;"IOF 2014-2015";"Inhambane";"rural";"Improved";603131,321594238;53,4
2015;"IOF 2014-2015";"Inhambane";"rural";"Surface water";56157,323425293;5
2015;"IOF 2014-2015";"Inhambane";"rural";"Unimproved";471157,458312988;41,7
2015;"IOF 2014-2015";"Inhambane";"urbano";"Improved";286171,979949951;81,3
2015;"IOF 2014-2015";"Inhambane";"urbano";"Surface water";355,054992675781;0,1
2015;"IOF 2014-2015";"Inhambane";"urbano";"Unimproved";65554,8345031738;18,6
2015;"IOF 2014-2015";"Manica";"rural";"Improved";614774,102294922;42,3
2015;"IOF 2014-2015";"Manica";"rural";"Surface water";233881,452148438;16,1
2015;"IOF 2014-2015";"Manica";"rural";"Unimproved";605864,331787109;41,7
2015;"IOF 2014-2015";"Manica";"urbano";"Improved";383143,939804077;84,8
2015;"IOF 2014-2015";"Manica";"urbano";"Unimproved";68785,3928985596;15,2
2015;"IOF 2014-2015";"Maputo Cidade";"urbano";"Improved";1223929,26261902;99,5
2015;"IOF 2014-2015";"Maputo Cidade";"urbano";"Unimproved";5806,13452148438;0,5
2015;"IOF 2014-2015";"Maputo Provincia";"rural";"Improved";357639,372253418;71,8
2015;"IOF 2014-2015";"Maputo Provincia";"rural";"Surface water";77281,3662109375;15,5
2015;"IOF 2014-2015";"Maputo Provincia";"rural";"Unimproved";62856,0662536621;12,6
2015;"IOF 2014-2015";"Maputo Provincia";"urbano";"Improved";1137403,3565979;98,2
2015;"IOF 2014-2015";"Maputo Provincia";"urbano";"Unimproved";20368,1124267578;1,8
2015;"IOF 2014-2015";"Nampula";"rural";"Improved";911758,686096191;27,2
2015;"IOF 2014-2015";"Nampula";"rural";"Surface water";971060,057434082;29
2015;"IOF 2014-2015";"Nampula";"rural";"Unimproved";1470166,34307861;43,8
2015;"IOF 2014-2015";"Nampula";"urbano";"Improved";1178372,86695862;75,1
2015;"IOF 2014-2015";"Nampula";"urbano";"Surface water";120364,803955078;7,7
2015;"IOF 2014-2015";"Nampula";"urbano";"Unimproved";269513,408950806;17,2
2015;"IOF 2014-2015";"Niassa";"rural";"Improved";481846,329620361;39,2
2015;"IOF 2014-2015";"Niassa";"rural";"Surface water";243185,20098877;19,8
2015;"IOF 2014-2015";"Niassa";"rural";"Unimproved";505056,777740479;41,1
2015;"IOF 2014-2015";"Niassa";"urbano";"Improved";227842,229675293;60,6
2015;"IOF 2014-2015";"Niassa";"urbano";"Surface water";21424,3283996582;5,7
2015;"IOF 2014-2015";"Niassa";"urbano";"Unimproved";127010,002838135;33,8
2015;"IOF 2014-2015";"Sofala";"rural";"Improved";620760,510620117;48,4
2015;"IOF 2014-2015";"Sofala";"rural";"Surface water";184328,318359375;14,4
2015;"IOF 2014-2015";"Sofala";"rural";"Unimproved";477963,500976562;37,3
2015;"IOF 2014-2015";"Sofala";"urbano";"Improved";683878,075088501;93,9
2015;"IOF 2014-2015";"Sofala";"urbano";"Surface water";2356,61303710938;0,3
2015;"IOF 2014-2015";"Sofala";"urbano";"Unimproved";41978,0814208984;5,8
2015;"IOF 2014-2015";"Tete";"rural";"Improved";990924,368896484;46,9
2015;"IOF 2014-2015";"Tete";"rural";"Surface water";377909,185668945;17,9
2015;"IOF 2014-2015";"Tete";"rural";"Unimproved";745808,272705078;35,3
2015;"IOF 2014-2015";"Tete";"urbano";"Improved";299874,435897827;90,5
2015;"IOF 2014-2015";"Tete";"urbano";"Surface water";6463,44609069824;2
2015;"IOF 2014-2015";"Tete";"urbano";"Unimproved";24954,0186309814;7,5
2015;"IOF 2014-2015";"Zambezia";"rural";"Improved";911742,635498047;24,3
2015;"IOF 2014-2015";"Zambezia";"rural";"Surface water";813986,705322266;21,7
2015;"IOF 2014-2015";"Zambezia";"rural";"Unimproved";2021749,17492676;53,9
2015;"IOF 2014-2015";"Zambezia";"urbano";"Improved";589737,030700684;60,7
2015;"IOF 2014-2015";"Zambezia";"urbano";"Surface water";78070,5871887207;8
2015;"IOF 2014-2015";"Zambezia";"urbano";"Unimproved";304110,999389648;31,3
